rank_tfidf,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_tfidf,idioma
679,opcionempleo::743475,opcionempleo,Pasante Universitario,Arcor,Excel / VBA,Córdoba,,https://www.opcionempleo.com.ar/jobad/ar4c1b8759ec743475e43f7f835846c453,0.033465553008118515,es
680,opcionempleo::jobadar56e6e9561bfe72da9c080b4b66d5eba1,opcionempleo,Artificial Intelligence Manager (Buenos Aires),Reklut,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar56e6e9561bfe72da9c080b4b66d5eba1,0.03322501184693774,en
681,opcionempleo::jobadar9b68a5c0317c9a9fd6165f48cf8ab166,opcionempleo,Gestor de cobros Con excel avanzado (Buenos Aires),Grupo PROEDUCA,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9b68a5c0317c9a9fd6165f48cf8ab166,0.03321892811180089,es
682,opcionempleo::177575,opcionempleo,Gerente De Contabilidad Y Finanzas Cinemark Hoyts Buenos Aires,CiclosRH Consulting,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar94e12a8a73acaacfa2f14c177575fae8,0.03302163864910713,es
683,opcionempleo::27577,opcionempleo,Gerente De Contabilidad Y Finanzas Con Experiencia En Big Four Buenos Aires,CiclosRH Consulting,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6c1e3aa12e27577d91e26c4c41b85763,0.0330151626406936,es
684,opcionempleo::8566863,opcionempleo,Encargado de Inyección,Dos Argentina,Excel / VBA,"Exaltación de la Cruz, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar1b7056d2c913ee5dfbc8566863c021ee,0.03292316013799684,es
685,opcionempleo::54668,opcionempleo,Administrativa Part Time San Martín,Emprendimientos Gastronomicos,Excel / VBA,"Pilar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcbdba54668ea76af023905f92b5363b2,0.0327284243995971,es
686,workana::desarrollo-final-de-tienda-shopify-para-panaderia-con-suscripciones,workana,Desarrollo Final de Tienda Shopify para Panadería con Suscripciones,Freelancer L. D. M.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-final-de-tienda-shopify-para-panaderia-con-suscripciones,0.032683427521496326,es
687,opcionempleo::734834,opcionempleo,Gestor de cobros Con excel avanzado,Grupo PROEDUCA,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar628c8a401c54c734834de27939f7e695,0.03258524378374258,es
688,opcionempleo::30931923,opcionempleo,Vendedores Comerciales de Calle (Cañuelas / Chascomús) / Indeterminado,Manpower,Excel / VBA,"Cañuelas, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar159b2b1ac6061e30931923ef99ec7565,0.03251967775841016,es
689,opcionempleo::057819,opcionempleo,Vendedores Comerciales de Calle (Gonnet / Ringuelet) / Indeterminado,Manpower,Excel / VBA,"La Plata, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4fbdef0ee057819efdfbeae98e9bc11e,0.03251967775841016,es
690,opcionempleo::31036,opcionempleo,Analista de Reportería (Excel) - Rubro: Fast Food,Casin,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4d8db028c23e5d31036cb1f7b7a9871a,0.032221671384714795,es
691,opcionempleo::56803741,opcionempleo,Analista de Data Entry (Excel) - Rubro: Fast Food,Casin,Excel / VBA,"Olivos, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar2eda0b56803741a5067da32753758eec,0.0321868144837032,es
692,bumeran::1118217066,bumeran,Asistente de Compras y Logística,LC Consultora,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/asistente-de-compras-y-logistica-lc-consultora-1118217066.html,0.03214129394052309,es
693,opcionempleo::13778,opcionempleo,Contador Sr. para EMPRESA,Consejo,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc947bbc13778a855cfd746861ce5a90b,0.03196426000371883,es
694,opcionempleo::84022,opcionempleo,auxiliar administrativo a Tareas generales de oficina y manejo de Excel,FEFER MEDIA S.R.L.,Excel / VBA,"Palermo, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arbf7f81e4be54ee90d8b84022f7dae022,0.03185314561601978,es
695,opcionempleo::367043,opcionempleo,Desarrollador Semi Senior Python / Laravel / Php Buenos Aires,Cecaitra,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar29c4fdcf2b57f3b3dfc367043db844da,0.031759348406803015,es
696,opcionempleo::9761679179,opcionempleo,Asistente Administrativo Contable – Carrera y Excel Avanzado (Buenos Aires),VM RRHH Consulting,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar216b211d1a2455e9761679179dbdf3bb,0.031641597191661985,es
697,opcionempleo::795700185,opcionempleo,Analista De Compras Para Ecommerce Buenos Aires,Dk,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar05ae0c74de2d795700185b5f88562b3f,0.03159060399927462,es
698,opcionempleo::85477617,opcionempleo,Gerente/jefe De Operaciones Logísticas De Transporte Córdoba,Idearhumano,Gerente de Operaciones,Argentina,,https://www.opcionempleo.com.ar/jobad/ar3fe3bd1c0ed9d3fde64cb85477617fca,0.03153652570529948,es
699,opcionempleo::860544,opcionempleo,Líder Contable y Control de Gestión para PyME (Buenos Aires),Chaxxel,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar06e9b7c6e860544c93e3199684d007c9,0.031480532125301344,es
700,opcionempleo::jobadar8784df2bff283d7786cc2af80b9ba6c1,opcionempleo,Líder Regional de Finanzas (Tandil),Paula Di Luca,Finanzas / CAPEX,"Tandil, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar8784df2bff283d7786cc2af80b9ba6c1,0.031342179431406055,es
701,opcionempleo::jobadar0def85dac89a9fd5abaf1c8d5a0b977a,opcionempleo,Gerente de Administración y Finanzas (Buenos Aires),GeoDigital,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0def85dac89a9fd5abaf1c8d5a0b977a,0.03131515653643333,es
702,opcionempleo::91051,opcionempleo,Contador Sr. para EMPRESA,,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara0b9b2d6ea91051ef808997f5fbbc866,0.031180310354296987,es
703,opcionempleo::243167,opcionempleo,Desarrollador Back-End Senior (Java Y/O Python) Argentina/Colombia,Werben HR,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar019a0767f9d3993d63bbeeb243167baf,0.031108520471308198,es
704,opcionempleo::89115,opcionempleo,Analista de Supply Chain (Don Torcuato),Avery Dennison,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8c295c503f6f18e0872b2d9f4a89115b,0.031068575936837022,en
705,opcionempleo::040511,opcionempleo,Tecnico de Servicio Maquinaria Pesada,Vanguardia Consultores RR.HH,Excel / VBA,"Grand Bourg, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar040511ec85a7bb7010ef9edbb286147b,0.03099473826300473,es
706,opcionempleo::359891,opcionempleo,Líder De Local Fast Food – Operaciones Y Equipo Buenos Aires,Umano HR Consulting,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc2f359891d187cbecc90f921517ca203,0.030930004385830087,es
707,opcionempleo::783128,opcionempleo,Business Intelligence Engineer (Argentina),Trinetix,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ara9b47e6829ad783128d14f56d76a0886,0.030582227089087956,en
708,opcionempleo::3985501,opcionempleo,Administrativo/a de Atención al Cliente,Pilares RRHH,Excel / VBA,"San Lorenzo, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar38c3b12bdf3985501beede23ca72abb4,0.029904398282978004,es
709,opcionempleo::87185,opcionempleo,Business Intelligence & Marketing Analyst (Berazategui),AptarGroup,BI / Analytics,"Berazategui, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arabd511a61eb87185dc803cbbb8e14d6e,0.02988272443591837,en
710,opcionempleo::jobadara1fe2ba720bd4b31de2ffbac36d64fbb,opcionempleo,"Analista De Pagos Junior: Facturas, Conciliaciones Y Excel La Plata (Argentina)",Medihome,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/ara1fe2ba720bd4b31de2ffbac36d64fbb,0.029677924368559164,es
711,opcionempleo::jobadarcb954fea82cb4fc25ebe1fcbadb7a51b,opcionempleo,Analista De Business Analytics En Salud Buenos Aires,TalentCross,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcb954fea82cb4fc25ebe1fcbadb7a51b,0.02946970484462552,es
712,opcionempleo::7883197,opcionempleo,Jr. Payroll Analyst,The AES Corporation,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7883197e4659a361ee3c3bfd57e80923,0.029238811675837893,es
713,opcionempleo::jobadarb7b6cab7410a3774eb1c64ce86cead8e,opcionempleo,Estudiantes de ingeniera industrial y afines,,Ingeniero Industrial,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb7b6cab7410a3774eb1c64ce86cead8e,0.029168645845555646,es
714,opcionempleo::456442,opcionempleo,"Analista de Pagos Junior: Facturas, Conciliaciones y Excel (La Plata)",Medihome,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/arc24f9557cfffdf456442fedda97badfc,0.02910090693223169,es
715,linkedin::4309801128,linkedin,Data Scientist,DataAnnotation,Data Scientist,"Florida, Estados Unidos",,https://www.linkedin.com/jobs/view/4309801128,0.028828038088720895,en
716,opcionempleo::302308,opcionempleo,Business Development Manager (Buenos Aires),,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3a38daf4eb302308fcaa160c9f899dd7,0.02808403611817588,en
717,opcionempleo::28288679,opcionempleo,Practicante De Compras Y Análisis De Proveedores Buenos Aires,Corteva,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar49d54d7fbd7d46c098b28288679af28f,0.027910625621240265,es
718,bumeran::1118200313,bumeran,ADMINISTRATIVA/O DE CUENTAS A PAGAR Y COMPRAS NO PRODUCTIVAS,Confidencial,Compras / Procurement,"Munro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativa-o-de-cuentas-a-pagar-y-compras-no-productivas-1118200313.html,0.027881551734437265,es
719,opcionempleo::jobadar41b8b63a867d113aefa5ef4d733c41af,opcionempleo,Gerente de Logística y Operaciones (Alberti),Manage Resourses,Gerente de Operaciones,"Alberti, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar41b8b63a867d113aefa5ef4d733c41af,0.02778234975893102,es
720,opcionempleo::064636,opcionempleo,Gerente de Local Fast Food (Lomas de Zamora),Javier Aira y Andrea Aira Sociedad De Hecho,Gerente de Operaciones,"Lomas de Zamora, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ardede36a447abcd21a4e064636bd8dca5,0.02776690358400841,es
721,opcionempleo::99391051,opcionempleo,Coordinador de Tráfico – Zona Norte (Tortuguitas),NEXO LABORAL,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar487f459a8f1928d99391051c3d993f6c,0.027633216026667348,es
722,opcionempleo::99761,opcionempleo,Ingeniero de Soporte Técnico (Vicente López),FARALLO ERIKA,Ingeniero Industrial,"Vicente López, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar0217b5985c8e99761a3b84131200a6fc,0.027491774553233646,es
723,opcionempleo::0136690,opcionempleo,Ingeniero Industrial para Sistematización y Optimización (Caseros),Spazios,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ard17bd48d2760fa54a0136690f4890e43,0.02735865050893511,es
724,opcionempleo::05132683829,opcionempleo,Business Intelligence Analyst | Leading Technology Company,INHAUS,BI / Analytics,"Munro, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar673b4bcc1bd9e21f78d05132683829a8,0.027354258896235856,en
725,opcionempleo::jobadar4f5de1df42d601a952b2f431d776c8fb,opcionempleo,Business Intelligence (Berazategui),AptarGroup,BI / Analytics,"Berazategui, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar4f5de1df42d601a952b2f431d776c8fb,0.027342698207210116,en
726,opcionempleo::14226,opcionempleo,Analista Sr. de Compras Internacionales (Comex) (San Miguel de Tucumán),Uniber,Compras / Procurement,"San Miguel de Tucumán, Tucumán",,https://www.opcionempleo.com.ar/jobad/ar20ebef14226c62efcb124832fe7e7bf3,0.027296184063656335,es
727,workana::desarrollo-de-aplicacion-de-gestion-de-okrs-y-kpis-para-broker-inmobiliario,workana,Desarrollo de Aplicación de Gestión de Okrs y Kpis para Broker Inmobiliario,Freelancer P. F.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-aplicacion-de-gestion-de-okrs-y-kpis-para-broker-inmobiliario,0.027217041008547826,es
728,opcionempleo::jobadarde22f558ffc9faced08d086d672a354b,opcionempleo,Responsable de Compras (Quilmes),MCO Nexo Laboral,Compras / Procurement,"Quilmes, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arde22f558ffc9faced08d086d672a354b,0.027037893258007213,es
729,opcionempleo::771075,opcionempleo,ANALISTA ADM. DE VENTAS/ EXCEL (Avellaneda),Quimtia,Excel / VBA,Argentina,,https://www.opcionempleo.com.ar/jobad/ar58db7c5b93b460f771075d6129af028e,0.026785991807420306,es
730,opcionempleo::jobadar1b0c3274cc9e5201ab94e62c21eb49d0,opcionempleo,Programador Python/odoo Ssr Remoto E Innovación Luján De Cuyo,AITIC asesoria integral,Python Developer,"Luján de Cuyo, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar1b0c3274cc9e5201ab94e62c21eb49d0,0.026711362671782417,es
731,opcionempleo::25356,opcionempleo,Pasante - Finanzas. (Rosario),Cargill,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar0cd8bac7bbf78be981adb9df25c25356,0.0266707838284513,es
732,opcionempleo::793905,opcionempleo,Pasante Finanzas Rosario,Cargill,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar257f90fb793905b7e55f5c0a55856bf7,0.0266707838284513,es
733,opcionempleo::097584,opcionempleo,Programador Python/odoo Ssr Remoto E Innovación San Salvador De Jujuy,AITIC asesoria integral,Python Developer,"San Salvador de Jujuy, Jujuy",,https://www.opcionempleo.com.ar/jobad/ar6afabdbe8b097584ec991b6d9537baf4,0.026586829719963616,es
734,opcionempleo::65042,opcionempleo,Programador Python/odoo Ssr Remoto E Innovación Godoy Cruz,AITIC asesoria integral,Python Developer,"Godoy Cruz, Mendoza",,https://www.opcionempleo.com.ar/jobad/ar65042e8f4fd808e7ee11552d51e3abbe,0.026586829719963616,es
735,opcionempleo::jobadar0c56ac4050f578f5d8559cc65ede4fc5,opcionempleo,Jefatura De Compras Textil Buenos Aires,La Anónima,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar0c56ac4050f578f5d8559cc65ede4fc5,0.026375237872764107,es
736,opcionempleo::46085,opcionempleo,Analista de Nomina Jr,INSTITUTO CARDIOVASCULAR DE BUENOSA AIRES S.A,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara46085a8729a9a6dddc4e46896a90312,0.026245760426768735,es
737,opcionempleo::2309389,opcionempleo,Asistente de Administración y Finanzas (Buenos Aires),AyM Ingenieros,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard404ce1e626ad3e5a77d2309389eda2f,0.026219813058254746,es
738,opcionempleo::9855875,opcionempleo,Líder de Repuestos y Postventa | Estrategia y Operaciones (Buenos Aires),Nosotros,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara94cb9855875b829f0cb2d438b086ef6,0.026063315070423514,es
739,linkedin::4399437511,linkedin,Data Scientist,Electrosoft,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4399437511,0.02583004018469616,en
740,opcionempleo::20966,opcionempleo,Programador Python/Odoo Ssr - Remoto E Innovación,Aitic Asesoria Integral,Python Developer,"Río Cuarto, Córdoba",,https://www.opcionempleo.com.ar/jobad/are6c82b20966edc13116ff35744e31535,0.0257937868009137,es
741,opcionempleo::486582,opcionempleo,Analista De Compras Buenos Aires,Beinst,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar5b73f25befc486582d8a5eef3d2312be,0.025763125046855906,es
742,opcionempleo::jobadar838fce0db5259da1bff5843e4da27b39,opcionempleo,Sub Gerente de Local /Encargado de Restaurante Caba : Devoto (Villa Devoto),SushiClub,Gerente de Operaciones,"Villa Devoto, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar838fce0db5259da1bff5843e4da27b39,0.025519632486294557,es
743,workana::desarrollo-de-agente-de-inteligencia-artificial-para-gestion-de-mensajes-en-whatsapp,workana,Desarrollo de Agente de Inteligencia Artificial para Gestión de Mensajes en Whatsapp,Freelancer S. L. L.,BI / Analytics,Argentina,Remoto,https://www.workana.com/job/desarrollo-de-agente-de-inteligencia-artificial-para-gestion-de-mensajes-en-whatsapp,0.02530756465729877,es
744,workana::desarrollador-shopify-semi-senior-frontend-tracking-y-seo-tecnico,workana,"Desarrollador Shopify Semi Senior (Frontend, Tracking y Seo técnico)",Freelancer V. V.,Data Scientist,Argentina,Remoto,https://www.workana.com/job/desarrollador-shopify-semi-senior-frontend-tracking-y-seo-tecnico,0.025248410037772222,es
745,opcionempleo::82886083,opcionempleo,Consultor B2B Jr,Increxa,Excel / VBA,"Retiro, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar9ffafacaf82886083f8e2f7b005c5da7,0.025223443656681624,es
746,opcionempleo::jobadarf010a1307a7521c96b34ad41af0d0ab5,opcionempleo,"Senior Service Technician, 4 stroke (Buenos Aires)",Wärtsilä,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arf010a1307a7521c96b34ad41af0d0ab5,0.024749070124726918,en
747,opcionempleo::0138638,opcionempleo,"Administrativo de Ventas | Soporte, CRM y Excel (Buenos Aires)",Agro & Tec,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arda3b0138638b3942c3b1dae79bd067cc,0.02454007987656505,es
748,opcionempleo::39860,opcionempleo,Administrativa de Ventas Excel avanzado (Buenos Aires),Consalida,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar395ee2bb6ff24a28fc9c5c7946b39860,0.024524777941322583,es
749,jobleads::98707,jobleads,Puestos: gerente-operaciones | Argentina,,Gerente de Operaciones,Jefe de Operaciones,,https://www.jobleads.com/ar/job/jefe-de-operaciones--buenos-aires--eb98707f828af1c11ede81587ec2fb713,0.02441101623759528,es
750,jobleads::223194,jobleads,Puestos: control-de-gestion | Argentina,,Control de Gestión,Responsable de administración,,https://www.jobleads.com/ar/job/responsable-de-administracion--cordoba--efba0ff376b56e39e242c1d223194fb2f,0.02441101623759528,es
751,jobleads::08864,jobleads,Puestos: compras | Argentina,,Compras / Procurement,Comprador/a,,https://www.jobleads.com/ar/job/comprador-a--san-isidro--e25d08864c3e03ce7d42e711d9d653d49,0.02441101623759528,es
752,jobleads::07700,jobleads,Puestos: excel | Argentina,,Excel / VBA,Analista de Data Entry | Excel & Reportes BI (Híbrido),,https://www.jobleads.com/ar/job/analista-de-data-entry-excel-reportes-bi-hibrido--vicente-lopez--e347b64e828f07700edb9422a3293d05e,0.02441101623759528,es
753,jobleads::4212,jobleads,Puestos: ingeniero-industrial | Argentina,,Ingeniero Industrial,Trabajos,,https://www.jobleads.com/ar/job/ingeniero-mecanico-industrial-electrico--bernal-este--ea5acb0f4d4212ba27a137d9a051a2fc5,0.02441101623759528,es
