rank_embed,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,similitud_embed
362,linkedin::4394708085,linkedin,Full Stack AI Software Engineer ID53175,AgileEngine,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4394708085,0.29903325
363,linkedin::4399288077,linkedin,Senior Frontend Engineer MS047KA,Coderio | Software Company,Finanzas / CAPEX,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4399288077,0.2987994
364,opcionempleo::2878744886,opcionempleo,Auxiliar administrativo facturación Con manejo de Excel,Flet 8,Excel / VBA,Córdoba,,https://www.opcionempleo.com.ar/jobad/arb2878744886f2d26f2e267dc53dbc573,0.29878777
365,opcionempleo::317349,opcionempleo,Ingeniero/a de Diagnóstico – Técnicas Predictivas (Ezeiza),Adecco,Ingeniero Industrial,"Ezeiza, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar6f0e5f317349e9f5fe6293b58e372069,0.2987418
366,bumeran::1118220253,bumeran,ANALISTA CONTABLE Y DE CONTROL DE GESTION,Actualizado ayer,Control de Gestión,"Munro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-contable-y-de-control-de-gestion-1118220253.html,0.29858977
367,opcionempleo::6661265,opcionempleo,Técnico/a Mecánico/a,Rio Tinto,Continuous Improvement,Catamarca,,https://www.opcionempleo.com.ar/jobad/ar6661265cc51a63cd4736ba917f03b8ba,0.29838935
368,linkedin::4388874277,linkedin,Technical Service Engineer - Steel Manufacturing,Charter Steel,Ingeniero Industrial,"Cleveland, Ohio, Estados Unidos",,https://www.linkedin.com/jobs/view/4388874277,0.29818538
369,bumeran::1118225363,bumeran,ADMINISTRATIVA/O DE COMPRAS,Actualizado ayer,Compras / Procurement,"Munro, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/administrativa-o-de-compras-1118225363.html,0.2981677
370,opcionempleo::jobadar2e538eeda8070a8b8b96c0e2adbefb89,opcionempleo,Analista De Compras Jr Buenos Aires,Ceta Capital Humano,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar2e538eeda8070a8b8b96c0e2adbefb89,0.29815096
371,opcionempleo::4132461414,opcionempleo,Ingeniero/a de Diagnóstico – Técnicas Predictivas (Belén de Escobar),Adecco,Ingeniero Industrial,"Belén de Escobar, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arbb3556b5d4132461414f4e285ebf6836,0.2980715
372,opcionempleo::08760745,opcionempleo,Analista SR de compras (Buenos Aires),Pacifica Continental,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7836c08760745f2f223ed7752fc08f85,0.29789734
373,opcionempleo::jobadarefd22c09df80db437e5ee39b07a0c496,opcionempleo,"Programador Especializado en FSH, FHIR. Python ypara el Sector Salud (Lomas de Zamora)",DaBrein Solutions,Python Developer,"Lomas de Zamora, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arefd22c09df80db437e5ee39b07a0c496,0.2976172
374,opcionempleo::957507,opcionempleo,Ingeniero Mecanico/Industrial - CAD y Producción (La Rioja) (Argentina),FluxPose,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8c8f3175b46f957507c6e0cc55634c68,0.29758775
375,linkedin::4375938610,linkedin,Data Scientist 5 - Infrastructure Experimentation,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4375938610,0.2975788
376,opcionempleo::jobadar91f377deb1df6a3a05a69be8333b32c7,opcionempleo,"Programador Especializado en FSH, FHIR. Python ypara el Sector Salud (Santiago del Estero)",DaBrein Solutions,Python Developer,Santiago del Estero,,https://www.opcionempleo.com.ar/jobad/ar91f377deb1df6a3a05a69be8333b32c7,0.297441
377,opcionempleo::703704,opcionempleo,Analista Administrativo de Compras (Buenos Aires),Bayton,Compras / Procurement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb103d703704a19d8bfea6fc46b15ec21,0.2973754
378,opcionempleo::63074,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Lomas De Zamora,Vana,Data Scientist,"Lomas de Zamora, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arfb57b23b98e63074ed3fc78f1f42f0e9,0.2971245
379,opcionempleo::13947,opcionempleo,Responsable De Administración Y Finanzas,Manpowergroup Argentina,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arce11c5fe998acba31a23e71f4ef13947,0.29682902
380,opcionempleo::0906325,opcionempleo,Python Lead Engineer (Buenos Aires),ALIANTEC SOLUTIONS,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfcaaf0338e227c5e0906325f3f49e502,0.296813
381,bumeran::1118114730,bumeran,JEFE DE COMPRAS,Confidencial,Compras / Procurement,"Ezeiza, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/jefe-de-compras-1118114730.html,0.29640606
382,opcionempleo::539176047,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection La Plata,Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arbba7ecbc4eac44ddf539176047fb4d3c,0.29585278
383,opcionempleo::jobadarcd297e71dd60d8376b6e73de5eaab5c1,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection San Miguel De Tucumán,Vana,Data Scientist,"San Miguel de Tucumán, Tucumán",,https://www.opcionempleo.com.ar/jobad/arcd297e71dd60d8376b6e73de5eaab5c1,0.29582694
384,opcionempleo::99275,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Salta,Vana,Data Scientist,Salta,,https://www.opcionempleo.com.ar/jobad/ar4bbc6019ae6d9fe99275fb445e8a3c1b,0.29562962
385,linkedin::4377097759,linkedin,Agentic Software Engineer (Cursor) - Remote - Latin America,FullStack,Data Scientist,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4377097759,0.29557592
386,opcionempleo::jobadarcc411cbbf48c9e522fa38efd44fca14f,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection San Isidro,Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arcc411cbbf48c9e522fa38efd44fca14f,0.29549474
387,opcionempleo::99500,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Corrientes (Argentina),Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6d99500fcbed87a6bb9b234b73937538,0.29539895
388,bumeran::1118197959,bumeran,Analista de Control de Gestión,Confidencial,Control de Gestión,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-control-de-gestion-1118197959.html,0.29532284
389,opcionempleo::78807,opcionempleo,Mid-senior Data and Analytics Strategist for Business Development (Buenos Aires),Scandiweb,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arbe4dcab957e4ceafac78807a424ba429,0.2952357
390,opcionempleo::094643,opcionempleo,New Business Intake Analyst,Baker McKenzie,BI / Analytics,Argentina,,https://www.opcionempleo.com.ar/jobad/ar72b199a6fcadf67e094643bed2042b50,0.29453263
391,opcionempleo::337460,opcionempleo,Key Account Manager,Evolution Gaming,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar399d4bad337460ccad0bb70c16710b9c,0.29429895
392,opcionempleo::353191348,opcionempleo,Business Analyst Buenos Aires,TalentCross,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcbc3cb353191348a259a470bccdc1913,0.29423434
393,linkedin::4393299266,linkedin,Controller,Mission US,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4393299266,0.29389313
394,opcionempleo::jobadar0f5f1188d11be95f083d0f65c0570d09,opcionempleo,"Ing. Industrial o Estudiante, o Carreras Afines (Paternal)",Zivot,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ar0f5f1188d11be95f083d0f65c0570d09,0.29367256
395,opcionempleo::2865260,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Florencio Varela (Argentina),Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arcba5f2865260fd95f7d2d5a898cde362,0.29360113
396,linkedin::4389321925,linkedin,Supply Chain Director,Ogee,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4389321925,0.29360056
397,linkedin::4399036537,linkedin,Process Improvement Manager,MSI Pharma,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4399036537,0.2930553
398,opcionempleo::20503699,opcionempleo,Business Intelligence Specialist,Assurant,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar20503699f1ee07259abfb3a833131385,0.29302406
399,opcionempleo::jobadar4e812d19ecf9276f73c00db4f0ea83f7,opcionempleo,Desarrollador RPA Semi Senior - TAX,BDO,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar4e812d19ecf9276f73c00db4f0ea83f7,0.29278386
400,linkedin::4392469794,linkedin,Data Analyst – Markets & Strategy,Sungrow,Excel / VBA,Estados Unidos,,https://www.linkedin.com/jobs/view/4392469794,0.29268223
401,bumeran::1118190895,bumeran,Analista de Finanzas,Mooks,Finanzas / CAPEX,"La Plata, Buenos Aires",Presencial,https://www.bumeran.com.ar/empleos/analista-de-finanzas-mooks-1118190895.html,0.2924374
402,opcionempleo::2157568,opcionempleo,Auditor de Procesos It (Buenos Aires),Eym Consultora,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar564fcc2157568f30684db4c0153484a6,0.29183668
403,opcionempleo::96860,opcionempleo,Senior Associate - Tech Lead (AI & Core Banking),PwC,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8db96860ba6439d94df5c78c5d830099,0.29116845
404,opcionempleo::03767,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Godoy Cruz,Vana,Data Scientist,"Godoy Cruz, Mendoza",,https://www.opcionempleo.com.ar/jobad/arcb03767ee972e4c94b4590d10d2a9733,0.2900693
405,opcionempleo::52824,opcionempleo,Gerente de Local (Buenos Aires),Javier Aira y Andrea Aira Sociedad De Hecho,Gerente de Operaciones,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7d730e424c33be7fecc52824bf8c9d34,0.29004258
406,opcionempleo::565902101,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Paraná,Vana,Data Scientist,"Paraná, Entre Ríos",,https://www.opcionempleo.com.ar/jobad/ar565902101f85951a3c913d4e1c68d1c7,0.28964454
407,opcionempleo::977706,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection San Carlos De Bariloche,Vana,Data Scientist,"San Carlos de Bariloche, Río Negro",,https://www.opcionempleo.com.ar/jobad/ara5e7b8d36b15ebe0c44ba977706f05f7,0.28956908
408,linkedin::4120391416,linkedin,"Data Scientist, Product Analytics",Meta,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4120391416,0.289568
409,linkedin::4387783057,linkedin,Vice President of Central Operations,Aesthetic Partners,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4387783057,0.28955263
410,opcionempleo::jobadarbf2591d8046dbb6322ce36f3e14d79fd,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Morón,Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/arbf2591d8046dbb6322ce36f3e14d79fd,0.2895459
411,linkedin::4385602936,linkedin,Data Scientist (AI) Talent Pool,MBO Partners,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4385602936,0.28953955
412,opcionempleo::jobadar79d4fa50a1b653a8529a94d929d4191c,opcionempleo,Gerente de Sucursal (Mendoza),Swiss Medical Group,Gerente de Operaciones,Mendoza,,https://www.opcionempleo.com.ar/jobad/ar79d4fa50a1b653a8529a94d929d4191c,0.28933662
413,bumeran::1118207455,bumeran,Analista de control de Gestion,Gerentes SRL,Control de Gestión,"Córdoba, Córdoba",Presencial,https://www.bumeran.com.ar/empleos/analista-de-control-de-gestion-gerentes-srl-1118207455.html,0.28910467
414,opcionempleo::jobadar377e0b783d646a045e1963a249e9ae92,opcionempleo,Analista Supply Chain,Michael Page,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar377e0b783d646a045e1963a249e9ae92,0.28872502
415,opcionempleo::1530279,opcionempleo,Senior SAP MM Key User – Compras e Inventarios (Vicente López),MaxIT Consulting - Max Corporate Group,Compras / Procurement,"Vicente López, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar7c5942b06a1530279dfe25f68d43a44e,0.28855738
416,linkedin::4385944279,linkedin,Controller,JPA Health,Control de Gestión,Estados Unidos,,https://www.linkedin.com/jobs/view/4385944279,0.28830707
417,opcionempleo::89115,opcionempleo,Analista de Supply Chain (Don Torcuato),Avery Dennison,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8c295c503f6f18e0872b2d9f4a89115b,0.28807104
418,opcionempleo::54395,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Resistencia,Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/ar5b3a8c9ecf62fd147d54395e6f47a0dc,0.28799754
419,opcionempleo::jobadarc4bfff2d1664a5d6326a0844ee13ec9e,opcionempleo,Analista de Tolling y Supply Chain (Buenos Aires),BASF,Supply Chain,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc4bfff2d1664a5d6326a0844ee13ec9e,0.28786364
420,opcionempleo::jobadara192d75e3de0ac5d437b2aee67d695d8,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Quilmes (Argentina),Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/ara192d75e3de0ac5d437b2aee67d695d8,0.28786308
421,opcionempleo::91051,opcionempleo,Contador Sr. para EMPRESA,,Excel / VBA,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ara0b9b2d6ea91051ef808997f5fbbc866,0.28701764
422,bumeran::1118191777,bumeran,Analista de Supply Chain,Neo-Biz,Supply Chain,"Alvear, Santa Fe",Presencial,https://www.bumeran.com.ar/empleos/analista-de-supply-chain-neo-biz-1118191777.html,0.2868837
423,opcionempleo::640846822349,opcionempleo,Administración y Finanzas (José C. Paz),GI GROUP SEARCH & SELECTION,Finanzas / CAPEX,"José C. Paz, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar640846822349c7cc60827a1bf2a3c5f9,0.28668964
424,opcionempleo::17767,opcionempleo,Sênior Aem Edge Delivery Services Front-End Developer,Valtech,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc54ca17767b807b1808cc8a1071cce98,0.28656927
425,opcionempleo::967089,opcionempleo,Analista Contable SR para área de Finanzas (Buenos Aires),Mook's Recursos Humanos,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar25d9c6a967089f9b456928f4c4ff71b1,0.28636724
426,opcionempleo::70150098,opcionempleo,Responsable De Administración Y Finanzas Buenos Aires,WELEDA S. A.,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6919f1bf1c4e855b2d70150098f83e30,0.28630316
427,opcionempleo::393956,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Río Cuarto,Vana,Data Scientist,"Río Cuarto, Córdoba",,https://www.opcionempleo.com.ar/jobad/ar393956d7050f0b8c88cde59eef2c7aa0,0.28614408
428,opcionempleo::505863,opcionempleo,Analista de Compras (Neuquén),Estudio Sánchez Salas,Compras / Procurement,Neuquén,,https://www.opcionempleo.com.ar/jobad/ar8812c98d1155f505863e7dd6b0613ed0,0.28605014
429,opcionempleo::32008984,opcionempleo,Analista de Compras Sr (Rosario),Louis Dreyfus Company,Compras / Procurement,"Rosario, Santa Fe",,https://www.opcionempleo.com.ar/jobad/ar910e9537c0810da32008984b3853fc52,0.28534162
430,linkedin::4400224580,linkedin,Incident Response Developer SR JP033CA,Coderio | Software Company,Python Developer,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4400224580,0.28528523
431,linkedin::4390746595,linkedin,Controller,"K1X, Inc.",Control de Gestión,"Illinois, Estados Unidos",,https://www.linkedin.com/jobs/view/4390746595,0.28513885
432,opcionempleo::0284007,opcionempleo,Analista Control de Gestion Ssr (Hibrido - Retiro) (Buenos Aires),View Quality Consulting,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6cf2cde45ecb81b91dc9e0284007db2f,0.2848814
433,opcionempleo::jobadar1ea514fc4097d0e52bafdcf1dceee010,opcionempleo,Analista Ssr De Logística/supply Chain Con Inglés Excluyente General Pacheco (Argentina),Gi Group,Supply Chain,Argentina,,https://www.opcionempleo.com.ar/jobad/ar1ea514fc4097d0e52bafdcf1dceee010,0.28484398
434,opcionempleo::79352553052,opcionempleo,Analista Sr De Control De Gestión Buenos Aires,Central Puerto,Control de Gestión,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar68df2221db79352553052e9da7b3d87d,0.28471893
435,linkedin::4383074383,linkedin,Supply Chain Analyst,Comfrt,Supply Chain,Estados Unidos,,https://www.linkedin.com/jobs/view/4383074383,0.28453013
436,opcionempleo::30072,opcionempleo,Gerente de producción - Ingeniero Electrónico/Mecánico/Industrial,DC & Asoc. Recursos Humanos,Ingeniero Industrial,"Vicente López, Provincia de Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ard64e07e0e4901e30072ea3a57a7fff02,0.28445178
437,opcionempleo::55995,opcionempleo,Pasante De Finanzas Arg Buenos Aires,Mabe,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ardde55995c4fbafd0bbe74f2674cb1716,0.28441465
438,opcionempleo::jobadar40b55afb9db4f2f32e9ecf1925daf356,opcionempleo,Fraud Data Scientist: Ml & Anomaly Detection Santa Fe (Argentina),Vana,Data Scientist,Argentina,,https://www.opcionempleo.com.ar/jobad/ar40b55afb9db4f2f32e9ecf1925daf356,0.28440836
439,opcionempleo::278569,opcionempleo,Python Sr Developer Remoto Amba,Werben HR,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arc278569cc58d8b2daede0b3ef72fa207,0.28439894
440,opcionempleo::2765349,opcionempleo,Analista Control de Gestion (Concepción del Uruguay),Molinos Rio de la Plata,Control de Gestión,"Concepción del Uruguay, Entre Ríos",,https://www.opcionempleo.com.ar/jobad/ar7eb39a1b2765349e4dca5f25718081d1,0.2838801
441,linkedin::4400609636,linkedin,"Director, Logistics Operations",Mondelēz International,Supply Chain,"Texas, Estados Unidos",,https://www.linkedin.com/jobs/view/4400609636,0.28377253
442,opcionempleo::425623,opcionempleo,Business Intelligence Analyst,Assurant,BI / Analytics,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar079ff78fbe9b32b5f9c425623a442391,0.28364226
443,opcionempleo::49669,opcionempleo,Analista Contable Ssr,Gestión Compartida,Excel / VBA,"Barracas, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar0d3d49669c6f2d65586508de8ac1c72b,0.2836097
444,opcionempleo::9998115,opcionempleo,Ingeniero Industrial / Técnico en Gestión Industrial,ISILAR SRL,Ingeniero Industrial,Argentina,,https://www.opcionempleo.com.ar/jobad/ar2527a16b1257ef46f9998115d4bbffaf,0.28287423
445,opcionempleo::6010124084,opcionempleo,Jefe de Administración y Finanzas (Buenos Aires),Impulsando Lideres,Finanzas / CAPEX,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ard6010124084baa24f986eba912ae0224,0.28237838
446,bumeran::1118188993,bumeran,ANALISTA DE COMPRAS,Confidencial,Compras / Procurement,CABA,Presencial,https://www.bumeran.com.ar/empleos/analista-de-compras-1118188993.html,0.28223544
447,linkedin::4389272872,linkedin,"Director, Continuous Improvement",OneSource Virtual,Continuous Improvement,Estados Unidos,,https://www.linkedin.com/jobs/view/4389272872,0.28217983
448,linkedin::4348571084,linkedin,Analytics Engineer 5 - Media Science Data Science & Engineering,Netflix,Data Scientist,Estados Unidos,,https://www.linkedin.com/jobs/view/4348571084,0.28211984
449,opcionempleo::jobadarccda46c058f5bb48fb62ceee8c413d5c,opcionempleo,"Sr. Manager, Sourcing Risk & Compliance - Uk/Latam/Greece",Kps Life,Continuous Improvement,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arccda46c058f5bb48fb62ceee8c413d5c,0.28200212
