rank_optimizado,id_consolidado,fuente,titulo,empresa,keyword,ubicacion,modalidad,url,score_optimizado,similitud_tfidf
682,opcionempleo::129982774,opcionempleo,AI Engineer / IA Data Engineer (Buenos Aires),Join ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6e8bb3f129982774a739a38afef66699,0.18365568642899732,0.0342205839234615
683,opcionempleo::jobadar3af6d117d430c4b117b4b93dc55feaf7,opcionempleo,Ref. 20597 Machine Learning IA Enginerr Hibrido CABA Centro,ADN Recursos Humanos,Machine Learning Engineer,"Recoleta, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ar3af6d117d430c4b117b4b93dc55feaf7,0.18358603519197061,0.0342076058009302
684,getonboard::data-engineer-financia-capital-santiago-46b9,getonboard,Data Engineer Sr,,Data Analyst,Chile,Remoto,https://www.getonbrd.com/jobs/data-engineer-financia-capital-santiago-46b9,0.18338723937216314,0.0341705641543162
685,opcionempleo::29093,opcionempleo,Ai Engineer / Ia Data Engineer Buenos Aires (Argentina),Join ready,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar959e863f41c82c8fa29093e4730a2f32,0.18327094325739143,0.0341488946866678
686,linkedin::4459304968,linkedin,Desarrollador Backend Senior,VEMO,Desarrollador Backend,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4459304968,0.18288980558759899,0.0340778772634171
687,bumeran::1118421638,bumeran,Desarrollador/a Web Senior UI/UX – Freelancer,DOBOHOMES,Software Engineer,Apto discapacidad,Presencial,https://www.bumeran.com.ar/empleos/desarrollador-a-web-senior-ui-ux--freelancer-dobohomes-1118421638.html,0.18219420764779853,0.0339482664240319
688,getonboard::ia-engineer-rag-generative-ai-improving-south-america-remote,getonboard,IA Engineer RAG & Generative AI,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ia-engineer-rag-generative-ai-improving-south-america-remote,0.18120145144414784,0.0337632860531916
689,getonboard::ingeniero-a-de-integracion-y-seguridad-de-datos-bc-tecnologia-santiago,getonboard,Ingeniero/a de Integración y Seguridad de Datos,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-de-integracion-y-seguridad-de-datos-bc-tecnologia-santiago,0.18087041049850094,0.0337016031579713
690,opcionempleo::341127,opcionempleo,Desarrollador Buenos Aires,Grupo Taraborelli,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar52a13ac486bf0557e2551d2e341127aa,0.18071482791678248,0.033672613438686
691,opcionempleo::jobadar6c7a26e5c8c1e26c52fb312a32bd12cf,opcionempleo,Software Engineer Sr (Buenos Aires),Invertir en Bolsa,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar6c7a26e5c8c1e26c52fb312a32bd12cf,0.18009435534610077,0.0335570007174571
692,opcionempleo::jobadarcbdca12bc6e21f663aba0fe075cf739d,opcionempleo,"Backend (SR) – Java / Node.js / Alta Concurrencia (Híbrido, CABA) | 185432",Talent Connect,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arcbdca12bc6e21f663aba0fe075cf739d,0.17985231520895872,0.0335119013525152
693,getonboard::full-stack-developer-laboratorio-laboral-spa-santiago,getonboard,Full-Stack Developer,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/full-stack-developer-laboratorio-laboral-spa-santiago,0.17980809572874004,0.0335036619319816
694,getonboard::desarrollador-full-stack-react-node-js-ia-latam-bc-tecnologia-remote,getonboard,Desarrollador Full-Stack – React | Node.js | IA (LATAM),,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-full-stack-react-node-js-ia-latam-bc-tecnologia-remote,0.17899447354498893,0.0333520596224511
695,getonboard::senior-full-stack-nestjs-react-latam-bc-tecnologia-remote,getonboard,Senior Full-Stack NestJS React (LATAM),,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/senior-full-stack-nestjs-react-latam-bc-tecnologia-remote,0.17890645332618302,0.0333356588055574
696,getonboard::desarrollador-a-full-stack-semi-senior-senior-timining-remote,getonboard,Desarrollador/a Full-Stack (Semi Senior / Senior),,Python Developer,Remoto,Remoto,https://www.getonbrd.com/jobs/desarrollador-a-full-stack-semi-senior-senior-timining-remote,0.17857599731982238,0.0332740849021376
697,opcionempleo::5502376,opcionempleo,Data Engineer orientado a Azure (Parque Patricios),Estrategia RRHH,Data Engineer,"Parque Patricios, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/ara6d40c23f5502376e0f7c405a3975929,0.17736130420584104,0.0330477510027823
698,opcionempleo::64736862197,opcionempleo,Bi Analyst: Drive Data-Driven Decisions For Latam Hub,L'Oréal,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar57ba7ba9afac2f1b2c64736862197a1e,0.17731902789294243,0.0330398736528257
699,linkedin::4441020237,linkedin,Senior Financial Reporting Analyst para Assurant,Consejo Profesional de Ciencias Económicas de la Ciudad Autónoma de Buenos Aires,Data Analyst,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4441020237,0.17679027037884817,0.0329413502080141
700,bumeran::1118360815,bumeran,Desarrollador Web Fullstack,SESNICH - VILLALONGA CEREALES SA,Software Engineer,"Rosario, Santa Fe",Híbrido,https://www.bumeran.com.ar/empleos/desarrollador-web-fullstack-sesnich-villalonga-cereales-sa-1118360815.html,0.1765063240748519,0.0328884424624681
701,getonboard::software-engineer-grupo-lagos-santiago-b74d,getonboard,Software Engineer,,Software Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/software-engineer-grupo-lagos-santiago-b74d,0.17636339763798145,0.0328618109640217
702,opcionempleo::jobadare8344a109ebf78afb038f5da0be5e132,opcionempleo,Primo - Software Engineer (Buenos Aires),Silver.dev,Software Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/are8344a109ebf78afb038f5da0be5e132,0.17609180085171292,0.0328112043054501
703,opcionempleo::82623,opcionempleo,Desarrollador BACKEND PYTHON +IA+Agentes Sr/ Software Financiero / REMOTO para ARGENTINA,Kaizen Recursos Humanos,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7aa6658d53dd3c09e57f82623fb8b3e6,0.17563676010384258,0.032726416513665
704,getonboard::arquitecto-a-empresarial-y-datos-lisit-santiago,getonboard,Arquitecto/a Empresarial y Datos,,Backend,Chile,Híbrido,https://www.getonbrd.com/jobs/arquitecto-a-empresarial-y-datos-lisit-santiago,0.1754022344850864,0.032682717329747
705,linkedin::4458635073,linkedin,Full Stack Engineer (Python),"NTT DATA, Inc.",Python Developer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4458635073,0.1753845101201706,0.0326794147469145
706,jobrapido::1395323993447202816,jobrapido,FinTech NLP ML Engineer: Python & Document Processing (Buenos Aires),Werben Hr,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/1395323993447202816?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52649065%252Ffintech-nlp-ml-engineer-python-document-processing-buenos-aires&w=Python&p=4,0.17492976414789896,0.0325946818806986
707,opcionempleo::319441,opcionempleo,Senior Python Developer,Accusys Technology,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar319441c9109b1f5e9e6dc8846b2e09be,0.17473424783004912,0.0325582513040392
708,getonboard::tech-lead-engineer-checkr-santiago,getonboard,Tech Lead Engineer,,Ingeniero de Datos,Chile,Híbrido,https://www.getonbrd.com/jobs/tech-lead-engineer-checkr-santiago,0.17456416943924202,0.032526560579078
709,adecco::de15cb5b-cb29-4556-b4de-51bbab6c1ef9,adecco,Dev Python con AI SR,Adecco Argentina,Python Developer,CABA,Híbrido,https://empleo.adecco.com.ar/Opportunities/Opportunity.aspx?oppId=de15cb5b-cb29-4556-b4de-51bbab6c1ef9,0.17455225251893658,0.0325243400980281
710,opcionempleo::jobadarba1427a84bfb9fdf9d7b38a3e54b40b7,opcionempleo,LT Data Integration Engineer + Inglés (Buenos Aires),Join ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arba1427a84bfb9fdf9d7b38a3e54b40b7,0.17361320716681167,0.032349367675964
711,opcionempleo::663404,opcionempleo,Digital Marketing & Growth Analyst (eCommerce & CRO) (Buenos Aires),Rehire,Data Analyst,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar3bdbd4e663404f6c6a39852c240433d1,0.17360524398635496,0.0323478838956879
712,opcionempleo::14144,opcionempleo,Desarrollador Backend Python Con Ia Sr/ Multinacional De Software Financiero / Remoto Para Argentina,,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar14144ea89fc72c219f5677cf432de773,0.17348223304453675,0.0323249632535894
713,opcionempleo::41576826,opcionempleo,Data Engineer Sr. (Argentina),Flux IT,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar9fb1d3d41576826f705eafaf433598c9,0.17343982284661474,0.0323170609568219
714,linkedin::4435115739,linkedin,Software Engineer II - Flights,Despegar,Software Engineer,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4435115739,0.17307464778247827,0.0322490178476102
715,jobrapido::5035440168446722048,jobrapido,Fintech Nlp Ml Engineer: Python (Buenos Aires),Reconocida empresa,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/5035440168446722048?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52671763%252Ffintech-nlp-ml-engineer-python-buenos-aires&w=Python&p=4,0.17300576441666776,0.0322361828026057
716,opcionempleo::521209,opcionempleo,Ref. 21425 Desarrollador Senior .NET Belgrano CABA Presencial,ADN Recursos Humanos,Desarrollador Full Stack,"Belgrano, Buenos Aires",,https://www.opcionempleo.com.ar/jobad/arcb521209e1bc83bdaa3b73691bb2596a,0.17296098249070527,0.0322278385814958
717,getonboard::senior-fullstack-node-js-gcp-bc-tecnologia-santiago,getonboard,Senior Full-Stack Node.js/GCP,,Full Stack,Chile,Híbrido,https://www.getonbrd.com/jobs/senior-fullstack-node-js-gcp-bc-tecnologia-santiago,0.17286149183825678,0.0322093004774604
718,opcionempleo::59143170,opcionempleo,Desarrollador Backend Python Con Ia Sr/ Multinacional De Software Financiero / Remoto Para Argentina Buenos Aires,,Python Developer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arfaf48dddeb60a165c1ea59143170ec27,0.17275775642846364,0.0321899714473297
719,getonboard::devops-engineer-dynamic-devs-santiago-5e8d,getonboard,DevOps Engineer,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/devops-engineer-dynamic-devs-santiago-5e8d,0.17257454744672218,0.032155834097939
720,opcionempleo::31315,opcionempleo,Desarrollador Fullstack Java Y React Senior,C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar7e31315dd96bbc89b52a4e361e61a841,0.17241355308977827,0.0321258360019904
721,getonboard::ingeniero-software-senior-backend-checkr-santiago,getonboard,Ingeniero Software Senior Back-end,,Software Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-software-senior-backend-checkr-santiago,0.1723570099405272,0.0321153003108726
722,opcionempleo::17233,opcionempleo,Full Stack developer (Argentina),Randstad,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/are4b9d4ecc82f0ac980ac9ae690d17233,0.17231148417628142,0.0321068174902949
723,opcionempleo::jobadar999b5d0a153c6365bcb6f17e54b1c74b,opcionempleo,Desarrollador Fullstack Java Y React Senior (Buenos Aires),C&S Informática,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar999b5d0a153c6365bcb6f17e54b1c74b,0.17218665997272703,0.0320835589829409
724,opcionempleo::56160,opcionempleo,Desarrollador/A Frontend Ssr/Sr,America Virtual S.A.,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar1dada7e9bac38ff4dfca6960b56160d9,0.17205960517139152,0.032059884848061
725,opcionempleo::jobadar8995caf3a027c3ef04e1615efc451ae7,opcionempleo,"Technical Leader | PERL, Python o PHP (Comuna 1)",HnPatagonia,Python Developer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8995caf3a027c3ef04e1615efc451ae7,0.17131842302439157,0.0319217802984162
726,opcionempleo::165274,opcionempleo,Desarrollador de Software Semi senior– Node.js & TypeScript (Buenos Aires),Join ready,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar61c165274bc105b6931c5cd0d7792abf,0.17126744705525448,0.0319122819405714
727,opcionempleo::43891469,opcionempleo,Ai Engineer / Ia Data Engineer,Join Ready,Data Engineer,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar9d3f2c09fea2c43891469e738251d443,0.17117060714151633,0.0318942377489667
728,linkedin::4434895612,linkedin,Desarrollador Web Fullstack,SV Matesur,Desarrollador Full Stack,"Rosario, Santa Fe",,https://www.linkedin.com/jobs/view/4434895612,0.17095729919488484,0.0318544920561914
729,getonboard::ingeniero-a-qa-factor-it-santiago-b93e,getonboard,Ingeniero/a QA,,Ingeniero de Datos,Chile,Híbrido,https://www.getonbrd.com/jobs/ingeniero-a-qa-factor-it-santiago-b93e,0.1707475918125341,0.0318154172569481
730,opcionempleo::72936249,opcionempleo,Desarrollador Ssr,GRUPO MULTI,Desarrollador Full Stack,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/arb761b4f55b8c7a72936249a1e75fb73e,0.1704000886519662,0.0317506669554404
731,opcionempleo::8427798,opcionempleo,Desarrollador Ssr Benavidez,Grupo Multi,Desarrollador Full Stack,Argentina,,https://www.opcionempleo.com.ar/jobad/arcda5989f8427798e7f45aceae920b746,0.16988354931303976,0.0316544201245298
732,opcionempleo::005222,opcionempleo,Desarrollador Backend Semi Senior (Retiro),Manpower,Desarrollador Backend,Argentina,,https://www.opcionempleo.com.ar/jobad/ar6a2e9ad1f005222c14fcf84d1184d869,0.16961977063798736,0.031605270215467
733,getonboard::ai-engineer-improving-south-america-remote-9e0f,getonboard,AI Engineer,,Machine Learning,Remoto,Remoto,https://www.getonbrd.com/jobs/ai-engineer-improving-south-america-remote-9e0f,0.16955548741094073,0.0315932923148161
734,getonboard::tech-lead-neuralworks-santiago-dc0f,getonboard,Tech Lead AI Cloud,,Machine Learning,Chile,Híbrido,https://www.getonbrd.com/jobs/tech-lead-neuralworks-santiago-dc0f,0.16941271547963718,0.0315666896054087
735,bumeran::1118383518,bumeran,Desarrollador BACKEND PYTHON con IA Sr/ Multinacional de Software Financiero / REMOTO para ARGENTINA,Kaizen Recursos Humanos,Software Engineer,CABA,Remoto,https://www.bumeran.com.ar/empleos/desarrollador-backend-python-con-ia-sr-multinacional-de-software-financiero-remoto-para-argentina-kaizen-recursos-humanos-1118383518.html,0.16909702716188957,0.031507867367006
736,getonboard::fullstack-c-net-react-freelance-4-meses-remoto-continuum-remote,getonboard,Full-Stack C#/.NET + React — Freelance 4 Meses,,Full Stack,Remoto,Remoto,https://www.getonbrd.com/jobs/fullstack-c-net-react-freelance-4-meses-remoto-continuum-remote,0.16894959661195166,0.0314803966166844
737,jobrapido::3859144833339752448,jobrapido,FinTech NLP ML Engineer: Python (Buenos Aires),Werben Hr,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/3859144833339752448?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52648436%252Ffintech-nlp-ml-engineer-python-buenos-aires&w=Python&p=4,0.16857153115076914,0.0314099516383964
738,getonboard::ai-sales-engineer-factor-it-bogota,getonboard,AI Sales Engineer,,Machine Learning,Colombia,Híbrido,https://www.getonbrd.com/jobs/ai-sales-engineer-factor-it-bogota,0.16815064858120965,0.0313315285436718
739,linkedin::4461184138,linkedin,Desarrollador FullStack SR,Agnostic | a cognitive AI company,Desarrollador Full Stack,"Buenos Aires, Argentina",,https://www.linkedin.com/jobs/view/4461184138,0.16711717809687093,0.0311389618765057
740,getonboard::especialista-en-big-data-sonda-santiago,getonboard,Especialista en Big Data,,Data Engineer,Chile,Híbrido,https://www.getonbrd.com/jobs/especialista-en-big-data-sonda-santiago,0.1669116315120826,0.0311006623591224
741,linkedin::4463837266,linkedin,"Forward Deployed Engineer, Generative AI, Google Cloud (Spanish, English)",Google,NLP Engineer,Buenos Aires y alrededores,,https://www.linkedin.com/jobs/view/4463837266,0.16687595717804293,0.0310940151566009
742,getonboard::desarrollador-senior-backend-cloud-tcit-santiago,getonboard,Desarrollador Senior Back-end Cloud,,Python Developer,Chile,Híbrido,https://www.getonbrd.com/jobs/desarrollador-senior-backend-cloud-tcit-santiago,0.1660599733584158,0.0309419728032021
743,opcionempleo::jobadar8aa113ce350a7c37e9a6d2541e279aab,opcionempleo,Backend Developer (Buenos Aires),Cdl recruiters,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar8aa113ce350a7c37e9a6d2541e279aab,0.16490591224689272,0.0307269364714251
744,linkedin::4461916505,linkedin,Lead Data Analyst,EPAM Systems,Data Analyst,Argentina,,https://www.linkedin.com/jobs/view/4461916505,0.1644672196511614,0.0306451948325969
745,opcionempleo::14410,opcionempleo,Data Engineer Semi Senior Importante Multinacional Posición Remota Importante Multinacional Posición Remota San Nicolás (Argentina),C\u0026S informatica,Data Engineer,Argentina,,https://www.opcionempleo.com.ar/jobad/ar8a3b4c14410a40f8d5a6873ea592e924,0.1640933848768884,0.0305755381586585
746,getonboard::data-scientist-neuralworks-santiago-083f,getonboard,Data Scientist,,Data Scientist,Chile,Híbrido,https://www.getonbrd.com/jobs/data-scientist-neuralworks-santiago-083f,0.16408315694209283,0.0305736323864614
747,jobrapido::2137288733521608704,jobrapido,Senior NLP Scientist: Production-Ready LLMs (Buenos Aires),Sourceability,NLP Engineer,CABA,,https://ar.jobrapido.com/jobpreview/2137288733521608704?redirectTo=https%253A%252F%252Fwww.kitempleo.com.ar%252Fempleo%252F52614416%252Fsenior-nlp-scientist-production-ready-llms-buenos-aires&w=Python&p=4,0.16407499503559736,0.030572111577541
748,opcionempleo::jobadar8aa33b06faf8c7979dad94cd4ef123a2,opcionempleo,Backend Developer (Santa Fe),Cdl recruiters,Desarrollador Backend,Santa Fe,,https://www.opcionempleo.com.ar/jobad/ar8aa33b06faf8c7979dad94cd4ef123a2,0.1638140879259037,0.0305234967275622
749,opcionempleo::093363,opcionempleo,Desarrollador/a Backend Java SSR,Infosis,Desarrollador Backend,Buenos Aires,,https://www.opcionempleo.com.ar/jobad/ar84e1797b7a6e1e9b093363e1630651b5,0.1637735223625951,0.0305159381417618
